Product:,"Ricoh 910725 Theta V camera, Metallic Gray" 
URL:,https://www.amazon.ca/Ricoh-Theta-camera-Metallic-Gray/dp/B074W5BKYS/ref=sr_1_1_sspa?dchild=1&keywords=electronics&qid=1606075994&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzS0gzVkdONUtPNldWJmVuY3J5cHRlZElkPUEwMTUwNDQ1MTZNWjZMNzc3MjIyTCZlbmNyeXB0ZWRBZElkPUEwOTAzODIwMlk1WDNGVDhGSFhESCZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU= 
Price:,439.00 
Overall Rating:,4.4 out of 5 stars 
Reviews: 
Title,Rating,Review,Date,Author 
""
Product:,"BAGSMART Large Travel Case Cable Organizer for Electronic Laptop Accessories, Black"
URL:,https://www.amazon.ca/BAGSMART-Double-Electronic-Accessories-Nintendo/dp/B072147V5B/ref=sr_1_50?dchild=1&keywords=electronics&qid=1606075994&sr=8-50
Price:,31.99
Overall Rating:,4.8 out of 5 stars
Reviews:
Title,Rating,Review,Date,Author
Great Accessory Bag - Excellent Quality,5.0,"Purchased a similar product to this from Bagsmart a couple of years ago & loved it.  I'm finding that I need additional space now for all of the electronic accessories I carry when traveling.  Received this product today and found it to be every bit as good as the last, but larger.  Excellent quality, great capacity for everything I carry including cables, chargers, laptop accessories, camera, g.p.s. unit, phone stand etc. Item is well constructed with heavy duty zippers, durable materials.  100% recommended.","January 10, 2019",Steve D.
"Good quality, but onces it's a full bag....",3.0,"It isn't a bad bag.. it's just that when it's full, the sides clinch inside and makes the back look very ""squished""? It has a good amount of pockets and places to put your stuff, but when it gets ""full"" I don't like how the bag basically clinches or compresses itself.","June 13, 2019",Cyrus T.
Great all round bag,4.0,"I currently travel a lot and the bag is great for that as it keeps everything organized. Outside of travelling, I would use it just for storing cables, USB drive, attachments, Fire TV, iPad Air 2 (fits with protective case) cameras, batteries, Bluetooth mouse etc. Really this is a great bag. One thing that I am confused about is the small  SIM, TF, SD marked area inside the cable part of the bag, there is no way to put any card inside that area, however, even if there was I would not store my sim cards in such a small pocket. I would highly recommend this bag for any form of business travel or organization","June 5, 2019",Kelly
JUST RIGHT!,5.0,"Perfect size for organizing home-storage or suitcase-segregation of my small Canon 620SX, and all its gadgets that I travel with (travel-router, backup hdd, batts + dualbatt charger, storagechips and their case, cables. AND maybe also iOS chargers/cables.  AND might carry a lot of complex medications, weekly pilltrays. AND the blue color and material are good. BUT NOT for dslr or bigger-sized anythings.","March 28, 2020",DSH
Premium quality - this review has been updated,4.0,"The material is premium, inside and outside. There is no chemical smell. The tablet compartment fits my iPad Air 2 with gel skin perfectly, with protection on all sides. There are two separate outer zippers, but you have to get used to this (I would often unzip the wrong zipper). UPDATE, WITH ONE STAR DEDUCTED (5 stars to 4 stars): I liked the case so much that I bought a second one, this time in pink (to distinguish the two colours). But this pink-colour case has a strong and awful chemical smell, especially in the upper compartment. I wanted to return it, but I am too busy, so I will just let it go.","November 11, 2017",Downtown Montreal
"Well made, very good bag. Rigid construction.",5.0,"I like this bag but ended up returning as I wasn't a fan of the rigid construction for use in camera backpack. Was looking for something with some flex. However, that being said, it still deserve a high star rating. It is a very well made bag. The organized storage below works great and is handy. Quality materials and a great looking product. If your looking for a rigid formed storage bag, this is a great option.","November 22, 2019",Don Crawford
Just What I Was Looking For!,5.0,"I had a small, desk-side, blue recycling bin that I was using to hold a bunch of electronic parts (travel routers, Apple TV, etc.) and cables that we take out of our trailer when we store it. However, all of the cables get jumbled up so that when you take anything out, half the other things in the bin come out with it. I got tired of that. I went looking for a way to organize these parts and found this travel case. It's perfect. It has lots of places to tuck cables. It also has a larger compartment to hold bigger items like the travel router and the Apple TV. So, everything stays tidy and organized. I'm very happy with this. If I need more space, I can buy bigger versions or two smaller ones. I wouldn't hesitate to buy another one.","July 24, 2019",Scott Darlington
"Initial review: Bigger than thought, Holds everything nicely",5.0,"So far this is just a first impressions review, just recieved the product today and transferred all my tech into the bag. Design: the product looks like it is a durable sturdy bag, time will tell how the fabric and zippers hold up with being thrown in and out of bags, I do wish the interior had a bright colour to make things easier to find / Stand out more . Size: this bag is large, simple as that. I recently purchased a different bag that was way to small from bagsmart, so when purchasing this one I wanted to make sure I could fit everything into it. And sure enough I could and then some. I have 3x Anker chargers, 6 heavy duty Anker cables, 3 data sticks, 4x AAA, 4xAA, wired headphones, wireless headphones, USB C Hub, portable SSD, 3 SD cards, 2100mah battery pack, Phone controller, ,Xbox controller, Mousepad (in tablet pouch), Mouse & smart watch charger. Uses: I envision this would be a good bag for people going in a trip who wants to carry everyone's charger in one bag, or as a quick grab Go Pro bag, holds your Hub, batteries, Chargers, Cameras and accessories, I think this bag is a little to big to be carrying around in your backpack all day when you fill it to it's potential, it also takes up a bit too much space in that regard as well. I will come back in a month of use to update this review as needed.","November 27, 2019",Keifer M
Does exactly what it should.,4.0,"I bought this because I seem to travel with so many different things these days that need charging and it was such a headache trying to sort all the cords out and make sure I had the right ones.. not to mention they all got tangled when I stuffed them in the same bag/pocket. The bag works really well for keeping all cables and plugs organized, plus there are spots for SIM and SD cards.  It is a little bulkier than I would have preferred, but I take advantage of the extra space by putting a book in the bottom compartment, just in case I get tired of screens. The zippers and material seem to be of a decent quality and have held up well after a month of use.","March 9, 2020",Kristina
Robustesse,5.0,"Produit de belle fabrication, il répond à mes besoins. Quant à la durabilité, j'ai mis un 5 étoiles, car, à première vue, il me paraît résistant et j'ai eu à le surcharger et la fermeture éclair a tenu. Donc, je suppose que ce produit est très résistant.","July 22, 2020",Anne L
"Beautiful organization, zipper sometimes catches",5.0,"Love this bag, it's filled with a variety of cables and small things that I use daily. Charge cables, power banks/bricks, SD cards, thumb drives, etc. Material feels good, the foam separations in the bottom section can be adjusted to allow for a better fit. Zipper sometimes catches on the corner which makes it a little difficult to open at times.","February 10, 2020",Mushrooms
Excellent produit,5.0,"Je suis très satisfait de ce sac de voyage avec un bonne fermeture éclair. Il est composé de deux sections, séparé par un sac central avec rabat. Il est bien divisé, et assez spacieux pour intégrer tous les fils nécessaires pour mes téléphones, les chargeurs, les batteries, les mémoires etc. J'ai fait un bon choix en prenant le plus grand et aussi le plus profond.","December 5, 2018",Serge Campagna
Bonne qualité ! Super utilitaire !,5.0,"Parfait pour mes besoins, j’ai fait rentre tous ce que je veux, par contre je peux garder soit mon i pad air (3ème génération) ou ma caméra Ninon 3200, pas les deux en même temps, pour bien le fermer et que les articles soient sécuritaires. Pour moi c’est correct j’ai un autre étui pour le i pad.","October 16, 2020",Valentina
An amazing bag,5.0,"This bag is amazing. I can pack my laptop power brick,mouse,various USB cables and even my vape batteries. There is still enough room for my compact computer tools as well. I definitely would recommend this bag. Keep in mind it is larger than it looks in the photos but still fits in my backpack with my gaming laptop comfortably.","January 3, 2019",James Glazier
Favourite thing,5.0,"This is turning into my favourite purchase. I can't travel yet, but it's so great for keeping everything organized that I use it everyday now. Deep enough and adaptable for phones, chargers, cables and HD's. Recommend. Blue is a lovely color.","April 15, 2020",Elizabeth Undershute
Zippers broken from day one,1.0,The zippers never functioned properly and split open every time I attempted to zip them shut - as a result the case was more trouble than it was worth and a zip lock bag would have been better and more organized.,"August 16, 2018",Christian
No regrets. The blue is so nice!,5.0,This bag is so nice! It’s functional and very spacious. I don’t really have any complaints. Obviously it’s not the highest quality electronic pouch on the market but the zippers are great. The materials are quality. Especially the outside material of the bag. I recommend it because of the price point. I’d compare it to the quality of Jansport. Won’t regret it.,"May 10, 2020",Jennifer welsh
Perfect Case for Electronics.,5.0,"Excellent bag ! I fill it with 2mts cables (x9 units), 10x USB adapters, DVI adapter, WiFi external NIC, USB to SATA adapter + AC adapter, 2mts HDMI Cable, x100 zip ties, x100 cable ties, and guess what? There’s plenty room still, enough for a external DVD/BD Burner + 72w PD USB charger.","July 13, 2018",Ezequiel Lopez Friscia
Great to keep everything organized,5.0,"This bag holds a lot!  It’s sturdy even for a soft sided case. The fabric is also durable.  We use it to fit all our cables for phones, cameras and tablets when we travel.  It keeps everything so organized.  This bag is a game changer for organization in our suitcase or carryon when we travel.  Love it!","June 11, 2019",Karen
What a travel bag!,5.0,"If you travel and hate losing your electronics wires or searching for sim cards and sd cards at the bottom of your back pack or carry on, this is the travel case for you. I fit a tablet, wires, different memory cards and a small camera. I took it on the plane with me and it kept border checks a breeze but I would have enough confidence to put it in my suitcase. Everything is organized and stays put. I love it!","March 13, 2019",Ms Kiwi
Great for Cochlear Implant organization.,5.0,"We have a daughter with bilateral Cochlear Implants. We use this case to keep her processors, batteries & accessories together in one place. It works very well for organization. Would highly recommend to parents in a similar situation.","April 4, 2020",kale
No case for iPad,3.0,"If you plan on travelling with an iPad using this bag be sure to remove the iPad from it's case (if applicable) as the pouch will NOT accommodate the tablet with a case. iPad mini's should have no problem just the 9.7"" ipad's are the issue","December 29, 2018",Russell Schumacher
Great for organization,5.0,"Love the size of this bag, its the first time I have been able to keep all my electronics and schools supplies together in one bag! Zippers and material feel great and now a bunch of school friends have ordered","June 24, 2020",Amazon Customer
Perfect,5.0,"It's everything it promised to be, just as illustrated in the description.  Great quality and oh so handy to keep all my cables and electronic equipment organized. Exactly what I was looking for, and then some.","May 7, 2020",ecmisera
Good case,5.0,"I like the size and flexible layout of this travel case and I'm sure it will have more then enough room for all of my cables and tech gear. Unfortunately the space for the tablet is not larger enough for my iPad pro 10.5"" with its case on, I think the iPad would fit without the case but I'd rather not take the case off.","August 17, 2018",Fallguy
Keeps everything in Its Place While Travelling!,5.0,"Essential to keep all your electronics gear, wires, chargers, etc. organized.  Seems well made and durable.  Somewhat pricey but it is a quality product so...  Recommended.","August 7, 2020",GeoKs
Perfect case for travel,5.0,I ordered this case to take away on vacation because I hate having all of our cords/headphones etc everywhere. This was perfect. It held all of our cords perfectly as well as 2 ipads and 2 e readers. I would definitely recommend this. I carried an oversize purse and I was able to put it in it instead of my carry on luggage on my way down and my husband just carried it on our way back. That way it didn't have to put in the bin above us and could access it on the plane no problem.,"February 28, 2019",Tanya
great for roadtrips on motorcycle,5.0,"Great little bag for everything I need on a motorcycle trip.  Holds my usb power bar and all the cables I need for Scala, phones, GoPro for when we get to hotels. Even enough room for some GoPro accessories and fits easily in back compartment of touring bike along with my other baggage.","August 28, 2019",Cathy
Very very useful!,5.0,"We've taken 1 trip with it so far and couldn't be happier. There are more than enough pockets for all the cables that belong to all the electronics that it carries. The flexible compartment dividers is brilliant! The only thing it doesn't carry is our phones, but that's ok because we want to carry them on ourselves. Highly recommend!!!","September 10, 2020",S Jackson
Great size,5.0,I love the case!! It for many of my cords and external hard drives as well as my MacBook mouse. I even have room left. It’s well made and I expect it to last. I only just received it and if I feel at a later time it doesn’t stand my five stars I will make it a point to revise my review. I do recommend this case.,"April 2, 2020",David and Tara
Great travel bag,5.0,I am going to be traveling for the next 6 months and so I bought thus bag to organize all my electronics. I am very impressed with the organization of this bag and how much fits in it. It's also really well made and great quality. Would definitely buy it again,"April 16, 2019",Keri Mullin
Best travel case for your buck!,5.0,"Everything fits tightly, my 9.7 inch iPad fits just fine in the pocket and all my electronics are nice and tidy inside. No complaints what so ever, great product.","June 19, 2020",William
A well made product.,5.0,It’s a well-made product and is exactly as described. I did find it to be too large for my application and ended up returning it but if you need something that is the size I would recommend it.,"August 26, 2019",D. Davis
Travel gadget bag,5.0,Better than I expected with nice padding.  Holds all my travel electrical/electronic items in once place.  Very happy with the purchase. Fits nicely in my carry on under seat backpack.,"August 29, 2019",Amazon Customer
Great,5.0,"I use this to carry my Nintendo switch dock, controllers, accessories etc. It's great makes my backpack more organized and is sturdy, fits perfectly and works great","August 23, 2019",Travis
well built,4.0,"Product was great, built well, looked pretty sturdy but it was just too big. I didn't need this much space to carry items so I returned it. Nothing wrong with the product, just more than I needed","February 9, 2019",Ron McCallum
Very Handy case,5.0,"I love this case! I like to be very organized and this case is just the ticket! All my electronic accessories are all in one place now and not all over the place, in my car when I travel, in my purse, in my suitcase! I now know where everything is. Thinking of buying one to use as a bathroom / make up bag for travel. Not sure it would work, though!","August 11, 2019",Yvonne Jackman
Great quality I would def. recommend.,4.0,This case is very good quality. Zippers on mine are  working great so far. I crammed alot of stuff in mine and will post a pic later.,"August 10, 2019",sb.
Great organizer for great price,5.0,Completely satisfied with the purchase Holds everything nice and easy. Lot of space in the bottom zipper. Love it,"November 18, 2019",Manpreet Walia
Good product but could be better,3.0,"Good quality for the price, quite spacious inside. Would be nice to see a bit more substantial cushioning for protecting fragile items and also a few more removable dividers for better space management of the main compartment.","November 29, 2017",Ayon Mitra
Great for cable carrying and travel,5.0,I bought 3 of them great product definitely suggest for people work on field and need to carry little cables.,"June 21, 2020",Baris Senol
Excellent bag,5.0,I'm using this for GoPro storage and it's just perfect. Lot's of storage space and storage types to suit any needs.,"October 21, 2019",Simon
It’s all in the bag. Grab and go!,5.0,I bought this as a result of a recent trip where I had forgotten several adaptors that I needed. Now I have no excuses. All adaptors are in the bag. Each adaptor in its own little holder. Perfect. Grab the bag and go. Worth the buy.,"January 29, 2020",David Schroeder
"Nice quality bag, missing one of the velcro dividers though...",2.0,"The bag is aesthetically pleasing, but it arrived missing the small velcro divider which I am pretty disappointed about.","May 9, 2019",Clive Huxley
Pretty good,5.0,"Honestly is perfect for all my electronics, it’s big enough, but not big enough for iPad.","September 30, 2020",Jean-Nicolas
Five Stars,5.0,a litte bulky.. but can carry all your cables for the whole family.... we will be well organized now,"June 27, 2018",ME
Happy,4.0,"Top pocket a little thin, to store things but it hold a lot of stuff and worked great on my trip.","August 17, 2019",Amazon Customer
Highly recommened!,5.0,Very handy case.  big enough to accomodate all your gadgets! Highly recommended!,"October 10, 2018",PNGBoy
Use this for work to carry all my electronics in ...,4.0,"Use this for work to carry all my electronics in one place. I have my iPad mini, phone UE Boom Bluetooth speaker, solar battery pack, phone block, and all the cords with room for more.","March 7, 2018",Heidi
Quality and functionality,5.0,This is a must for electronic equipped travelers. Your able to carry all electronic accessory needed while traveling...,"June 26, 2020",RumLine II
Love it.,5.0,I love it! I get to organize everything.,"July 11, 2020",FrancescaP
Well constructed and designed but very large,4.0,A good bag but too big to be carried around when its fully loaded. More of a home storage case than a travel case,"February 6, 2019",ADM
Great cable bag to travel with,5.0,"Great bag to transport all your cables, drives, your mouse & head phones. I 'm very happy with my purchase. I travel for work and having all my computer accessories with me in a safe protected place really helps me stay organized.","January 24, 2020",Melissa Hall
Perpetual Traveller Loves It !!!,5.0,"It's a bit bigger than I expected but it holds ALL OF MY ELECTRONICS ... my cables, chargers, batteries, accessories, ChromeCast, FireStick, Roku, FlashDrives, Hard Drives, Spare Tablet, Vape, etc etc etc... It's a beast @ 4.5 lbs but I keep everything with me all the time.","November 13, 2018",Beauvaidos
"Good size, multiple pockets/holders to choose from",5.0,"Shipped quickly, no issues.  Exactly what I was looking for to organize wires and camera accessories for trips.  Good size, multiple pockets/holders to choose from.  Great product.","February 14, 2018",Michelle R
Great,5.0,"That's exactly what I was looking for. All my cables, chargers, mouse etc.. fit in. Plenty of room","April 29, 2019",ElMo
Spacious and sturdy,5.0,Great bag for tech accessories and cables. I use it every day and it's perfect. It doesn't have any single issue so far.,"November 5, 2019",Eric Marco
Great size!,5.0,"Can fit a rechargeable folding lamp, small speaker, charging cube and other with all the cords.  Fully recommend!","January 2, 2020",Amazon Customer
""
Product:,Red Kap Men's ESD Anti Stat Tech Coat
URL:,https://www.amazon.ca/Red-Kap-Anti-Stat-Electronic-3X-Large/dp/B00DL26CLU/ref=sr_1_51?dchild=1&keywords=electronics&qid=1606075994&sr=8-51
Price:,69.99
Overall Rating:,3.3 out of 5 stars
Reviews:
Title,Rating,Review,Date,Author
,,"Since I normally wear a 4xlt shirt and 5xlt jacket/hoody, I was worried this wouldn't fit. However it does fit and allowed me to do my job because the company I work for was unable to get anti-static gear in my size.","Reviewed in the United States on March 5, 2016",LO
,,Work!!!,"Reviewed in the United States on October 1, 2019",Amazon Customer
""
Product:,"JONZOO LCD Business Writing Tablet Memo Board Digital Notepad eWriter Graphics Tablet for All Ages, Suitable for Home Record,Office Noting,School Writing(11 inch, Green)"
URL:,https://www.amazon.ca/Jonzoo%C2%AE-Business-Writing-Digital-Suitable/dp/B07XPBMQMV/ref=sr_1_52?dchild=1&keywords=electronics&qid=1606075994&sr=8-52
Price:,19.99
Overall Rating:,4.3 out of 5 stars
Reviews:
Title,Rating,Review,Date,Author
Light and bright,5.0,"Very comfortable for making to do notes . Light weight , easy writing with stylus. Quick erase using one button . Display is pretty good and does not hurt your eyes. Recommended if you need to write quick notes or use for rough work.","October 30, 2019",Mr AA
slim and easy to write on,5.0,"Working from home, sometime you need to write a few things down. I want an environment friendly way instead of writing it on a piece of paper every time so I bought this. So far it doesn’t disappoint. It is lightweight and slim. It is smooth to write on, easy to erase. It has a magnet at the back if you want to stick it somewhere.","March 27, 2020",I love shopping
Good upgrade from paper,5.0,"In my line of work I do a lot of notes, I pretty much always has a piece of paper beside me, and this helped me a lot to reduce clutter and of course paper. The device is really responsive and light weight, quite convenient. It has a couple of issues like I can't adjust the intensity/brightness of the writing so don't expect to be super readable if you have the lights off, and the material feels like a cheap plastic, but overall it gets the job done","August 15, 2020",ChinoChico
J'adore!!,5.0,"J'adore! Sérieux j'en veux d'autres. Je dis ça comme ça, c'est bientôt Noël et j'ai été sage :) Mon utilisation : prendre des notes pendant mes rencontres. Je suis du genre a aimé gribouille et je me note des petits Todo de rappel. Le point négatif : pour conserver mes notes je dois prendre une photo avec mon cellulaire. SAUF QUE pour le prix c'est parfait. PS : le produit est livré avec une batterie de rechange!","November 17, 2020",Caroline
Light to carry and saves you a lot!,5.0,"I received the package yesterday and it was just as I expected small and light to carry around. I bought this tablet to do some calculations on it, as a student and a person who does a lot of calculations I was wasting a lot of paper. But by buying this I I will save so much money which I would have spent on papers.","March 20, 2020",Tofik
Decent but..,3.0,Magnets are very weak and slides off the fridge pretty easy. The pen is kind of annoying to get out. Have to take it off the fridge to get apart and that’s if it doesn’t fall down from the weak magnets.,"July 23, 2020",T
Got it for my brother for Scrap Work,5.0,"I got this for my little brother as an incentive to write things down during online classes. I honestly always wanted a ""Boogie Board"" as a kid but they were wayyy to expensive. This is a great alternative and is probably from the same manufacturer anyways. My brother likes it which means I like it too","September 10, 2020",Amy
Helpful,5.0,"Good product for drawing some random sketch, writing down some information, show some calculations etc. Very easy to use. Just press the button and everything Will be erased. Also can be put on the refrigerator to write down some listings. Comes with a pen.","June 24, 2020",Sunny J
Good for notes,5.0,"Display is pretty much wide and good. I have attached this display to my fridge, so whenever some grocery items are missing I can write it down. I want an environment friendly way instead of writing it on piece of paper every time so I bought this. So far it doesn’t disappoint. Also it is very light  in weight and slim.","June 22, 2020",Bhavin Pansuriya
"Descent build quality, good price.",5.0,I'm using this product when teaching my kids math and a replacement for scrap paper. It's very convenient to write on because I can put my palm on the surface when I write. I give this product 5 stars because it serves a purpose well at low price.,"March 29, 2020",SG
Ideal writing pad,5.0,"Perfect for writing to do list. Using it daily. Comes with an extra battery. Hand touch doesn't work, it requires that pen so we can rest our hand on the pad, no problem.","June 21, 2020",harshil patel
Satisfied f,5.0,Excellent but I needed something larger.  Ordered a fifteen inch. Needs to be more rigid. Requires a locking feature. Styles too thin and light. Feels like a toothpick.,"August 21, 2020",Dave Frebrowski
Effective and thin screen,5.0,"Very effective screen, doesn’t damage vision like a computer or iPad screen. Very thin screen, easy to carry and I can stick it to the fridge.","July 8, 2020",Ashley
Love this product!,5.0,"My coworker had this product (not the same brand but same item) and I decided to give it a try because I wanted to stop using too much paper and I love it! This one was cheaper than the one my friend got, so I was a bit nervous but it's perfect, it works great, it's light which I really really like. I recommend it %100.","July 29, 2020",maria pineros
Good buy,5.0,"This thing is pretty cool. I wish it was brighter, but it’s eink. At 17$ it’s well worth it. Strong magnets for the fridge.","June 24, 2020",Mr. D16
Memo,5.0,Your browser does not support HTML5 video. Mémo pas de gaspillage de papier. Cool,"November 16, 2020",ALEXE
Bien,5.0,j'ai acheter sa pour ma fille de 7 ans Exactement ce que je m'attendais pour le prix une single color mais c'est très bien.,"April 13, 2020",Karl gaillard fortin
No lock screen button,4.0,We were under the impression this device came with a lock screen button. We communicated with the company. They were pleasant and easy to deal with. Otherwise great product.,"December 4, 2019",Nadia
It should be on every student's desk,5.0,Bought 3 pcs of this product and gave kids and they love it. It saves tons of scratch paper and now the kids' desks are much cleaner less clutter. Recommend it to every parent,"August 24, 2020",Xiaofeng Chen
Wish it was brighter,3.0,Not as bright as indicated on the photos. Still not a bad product for the price.,"July 2, 2020",Kerim
Nice,5.0,"So far so good, pretty cool actually.","June 26, 2020",Atheris
dull,3.0,It's not bright at all and very hard to see. You have to be within two feet of it to see what is on it.,"September 26, 2020",Amanda
Great gift,5.0,My niece loves it,"October 9, 2020",Caroline Spencer Duval
Garbage,1.0,"Button broke within two weeks, cannot delete anything on the screen","June 9, 2020",klucas
pleased,5.0,my grand kids loved this product,"July 6, 2020",Corinne Ridout
Works perfectly,5.0,It is perfect for what I'm using it for.,"May 30, 2020",Amazon Customer
A like this writing pad,5.0,"It's a great alternative of paper ,great quality Very light weight","November 21, 2019",abdulrahman
Génial,5.0,"Offert en cadeau, ça a fait le bonheur de mon neveu!","February 2, 2020",Bianca Fleury
Excellent,5.0,Excellent,"September 14, 2020",DAF
dont buy,1.0,Color is way to pale. you barely see what you write . so dissapointed,"September 4, 2020",jennifer
Really good!,4.0,Really good item! I find it really useful for school. Just wish it would be brighter.,"October 20, 2020",Shane Ah Kang
Ease of use,4.0,I thought I lost the product but it was left with another receptionist. I got it now. TQ,"August 24, 2020",Murthy
Did not find it useful,2.0,"the display is dim, not visible easily. I find it a not so good use.","November 19, 2020",taranjit
Kids love it,5.0,Pretty cool,"June 26, 2020",william
Great purchase,5.0,Works great! Helps me save a lot on paper while at work,"October 28, 2020",Jessica
Toy,4.0,Boogie board. Over Exaggeration on product description,"June 7, 2020",Joh
Tablette,5.0,Parfait pour moi,"August 2, 2020",Geneviève Morneau
Boogie board,5.0,Its great,"September 12, 2020",Caroline mcvay
Writing tablet,5.0,"This is a good product with good quality, but the models numbers and descriptions is not enough, I had planned to get a three colors board with lock button, but I got a single color one without lock button,","May 16, 2020",Kamal Kanafani
""
Product:,"BUBM Nylon 3-Piece Double Layer Gear Organizer Travel Cases for Electronics Accessories, Black"
URL:,https://www.amazon.ca/BUBM-3-Piece-Organizer-Electronics-Accessories/dp/B01NBAUID7/ref=sr_1_53?dchild=1&keywords=electronics&qid=1606075994&sr=8-53
Price:,44.59
Overall Rating:,4.7 out of 5 stars
Reviews:
Title,Rating,Review,Date,Author
Can't Beat this Carry-All!,5.0,"In the bottom section, I was able to fit in an external hard-drive, external voice recorder, portable charger, 6 AAA batteries, 4 packs of Lithium 2032's, 4 packs of camera SD cards, and my phone plug AND there is room to spare. In the top section I was able to fit 5 charger cables, 2 10-ft USB2go cables and some miscellaneous small items AND have room to spare.  It's still only 4"" high, 6-I/2"" deep, and 9"" wide. The handle will allow me to pop this sideways into my under-seat airplane personal item and still have easy access to everything.","February 27, 2020",Kate
Great bags,4.0,"Love the bags.  Great for all sorts of size objects, from tablets and their cables/chargers, to camera and wires, to a go pro look alike with all its attachments/brackets.  Gave one to family member to keep his own stuff organized and he can see what he is missing as he is now absolutely and completely responsible for the stuff in that bag.  If he loses it, it is now wholly his fault.  The bags are lightweight, love the ability to use the velcro pieces to create holders of various sizes.  Little pockets and the elastic straps really hold the memory card cases, cords, etc. all in place.  Easy to see if there is something missing.  Happy : )","March 1, 2020",Bobby
I really needed one of these,5.0,Love it! I’m about to go on an 8 month backpacking trip taking only a carry on size backpack so I’m going to be “packing cubing” everything so I maximize space and organization and this “tech bag” is exactly what I needed. I space actually owned one years ago since I’m always rummaging through bags and drawers looking for some doodad or another. Construction and zippers fell top notch. Very impressed.,"July 11, 2020",Sebastian Sauvage
Perfect for multiple cables of varying sizes,5.0,"This case is the perfect size for what I need it for. I carry: laptop charger, camcorder charger, camera charger, 4 iPhone chargers, 2 mini USB chargers, ear buds, and various little add-ons (like fitbit charger, USB converter, key fob camera, etc.). It's compact, but I find I have no trouble fitting everything I need.","August 4, 2019",Jennifer
Fantastic purchase. Great quality and holds a LOT!,5.0,"I bought one of these for myself, used it for a few months and loved it so much I bought another as a gift for my husband. These are quality organizers and are well-constructed. Mine still looks like new even after months of use. I really appreciate that the sides are stiffer fabric and hold their shape well. The medium size fits a LOT of gadgets and cords. I was able to pack several usb cables, a 3DS charger, headphone cables and splitter, a Samsung bluetooth speaker, a 20000mAh battery pack and my 3DS with room to spare. When I'm not travelling, it keeps everything in one place and untangled.","March 1, 2019",Staci
A bit too thick for my laptop case but good quality and design.,4.0,Ok.  I actually wished  that these organizers were a little less thick  but they are well designed to store small extras such as portable drives.  I found the zippers along with everything else to be of good quality.  I would buy again.,"May 1, 2018",McGadget
Recommended.,5.0,"Pretty cool set of organizers. The medium worked great for me. Several different cords and adapters, power bank, laptop charger, mouse... I gifted the large and small ones. They all have been out to good use.","April 27, 2020",Medium D
Perfect for camera and accessories,5.0,"Exactly what I was looking for and great quality. I use the small one to store my 5.5in field monitor and accessories. The medium size to put all my dslr accessories, cables, mic, light, batteries and chargers. The big one for my hero 7 and my hero 3, chargers, case, remote, mini tripod etc. Would buy again. Excellent product.","April 28, 2019",Guillaume Rioux
Handy case to keep cables from becoming spaghetti.,5.0,"Love the adjustable dividers in lower section of case. Was able to nestle my adapters, battery and speaker in their own compartments.  Cables tidied up nicely in the straps of the upper section. Case is small enough to pack away easily on our motorcycle.","June 24, 2019",Lorriam
Holds so much,5.0,"I had sooo much stuff in this for travelling. All iphone cords, phones, adapters, laptop chargers, cameras, selfie stick, mouse, i-pad, and more. Its super durable, great quality. Use it at home now as well, just to keep everything together.","June 27, 2019",Akira
Beautiful,5.0,"Love it, really durable. Exactly as described. Just wish the bottom area was a bit stronger and taller. More dividers would be great too.","July 7, 2020",Unknown
Pratique.,5.0,Mettre des disques dures.  Je trouve que les sections pour les fils sont étroites et dure d'utilisation. Je le croysis plus granc.,"August 30, 2019",Claire Gagnon
Lots of possibilities,5.0,They are well built and well designed. Several compartments available with adjustable velcroed soft dividers. You will find many uses for these.,"March 1, 2020",Karin D.
Great cases,5.0,These are very well made. Great for electronics but useful for many other small carry items.  Recommend.,"September 1, 2019",Johanna N
Great!,5.0,"I think this is great!  It's the perfect size, it's got a few different compartments.  It's totally useful for organising your wires.  I think I need to buy about five more of them.","October 19, 2018",K. Schlaht
Great bags brought order to my technical life.,5.0,I really like these bags. These have helped me bring order to my overloaded and over complicated technical toolbox. I love theses bags.,"August 27, 2018",Quiet-Tiger
Great Value and versitility,5.0,"awesome for different items. fit my amazon fire, my s9 phone, an i pad and ipod in the zip pocket. Was durable and nice looking!","August 30, 2018",Desirae Lafreniere
Great for organizing my GoPro accessories,5.0,"Finally can have all my GoPro accessories all in one case for my trip.  If anything, it would be great to have additional dividers for more options.","January 8, 2019",Peter
Great set of bags,5.0,"Purchased these after a colleague bought the same set years ago. Very durable, ample padding. Using the largest of the three bags as my audio kit: lav mics and cables in the top section, headphones and shotgun in the bottom section.","September 4, 2020",C
As stated by supplier,5.0,This bag was a life saver on my long road trip. It kept all my cables and chargers organized as well as room for my iPad Mini.,"September 3, 2018",bRad27
Bag,5.0,The bag is nice and small easy to travel with. Fits all my electronics.,"July 12, 2019",Dan
Love it!,4.0,Great for keeping all cords in one place and organized,"March 15, 2019",Amazon Customer
Great product,5.0,I work on the road and basically pack my life with me. Case keeps everything organized and and doesn’t get tangled.,"July 20, 2019",Dustin McIntyre
